species	metabolism_data	speed_data	gill_area_data
Mylocheilus caurinus	False	False	False
Oxyurichthys formosanus	False	False	False
Pterapogon kauderni	False	False	False
Polypterus endlicherii	False	False	False
Cephalopholis sonnerati	False	False	False
Brienomyrus brachyistius	False	False	False
Stolephorus chinensis	False	False	False
Hucho taimen	False	False	False
Cheilochromis euchilus	False	False	False
Anguilla rostrata	True	False	True
Polyodon spathula	False	False	False
Pareutropius debauwi	False	False	False
Acentrophryne dolichonema	False	False	False
Acheilognathus koreensis	False	False	False
Hapalogenys nigripinnis	False	False	False
Neoscopelus microchir	False	False	False
Pterygoplichthys disjunctivus	False	False	False
Microrasbora erythromicron	False	False	False
Benthodesmus tenuis	False	False	False
Centromochlus perugiae	False	False	False
Bathylaco nigricans	False	False	False
Narcetes erimelas	False	False	False
Anoplocapros lenticularis	False	False	False
Triphoturus nigrescens	False	False	False
Glyptothorax trilineatus	False	False	False
Macroramphosus scolopax	False	False	False
Merluccius merluccius	False	True	False
Etrumeus micropus	False	False	False
Boraras maculatus	False	False	False
Euthynnus alletteratus	False	False	True
Spinachia spinachia	True	True	False
Tetraodon miurus	False	False	False
Meuschenia hippocrepis	False	False	False
Phoxinus phoxinus	False	False	False
Aspidoparia morar	False	False	False
Culter mongolicus	False	False	False
Chanodichthys dabryi	False	False	False
Erimyzon oblongus	True	False	False
Oncorhynchus kisutch	True	True	False
Acanthurus lineatus	False	False	False
Anguilla dieffenbachii	False	False	False
Larimichthys crocea	False	False	False
Schizopygopsis younghusbandi	False	False	False
Campostoma anomalum	True	False	False
Aphyocypris kikuchii	False	False	False
Nannobrachium ritteri	True	False	False
Tetrabrachium ocellatum	False	False	False
Hyporthodus octofasciatus	False	False	False
Paracirrhites arcatus	False	False	False
Triacanthus biaculeatus	False	False	False
Cromeria occidentalis	False	False	False
Etheostoma radiosum	False	False	False
Moxostoma congestum	False	False	False
Labichthys carinatus	False	False	False
Carinotetraodon salivator	False	False	False
Tropheus duboisi	False	False	False
Oncorhynchus tshawytscha	True	True	False
Hucho bleekeri	False	False	False
Elassoma evergladei	False	False	False
Dactyloptena peterseni	False	False	False
Plectropomus areolatus	False	False	False
Oncorhynchus mykiss	True	True	True
Sciades seemanni	False	False	False
Hypoatherina tsurugae	False	False	False
Scomber colias	False	False	False
Ptychochromoides katria	False	False	False
Ethmidium maculatum	False	False	False
Oneirodes thompsoni	False	False	False
Psenes pellucidus	False	False	False
Hypoplectrus gemma	False	False	False
Hemigrammocypris rasborella	False	False	False
Cynoglossus abbreviatus	False	False	False
Campylomormyrus numenius	False	False	False
Anguilla reinhardtii	False	False	False
Acheilognathus signifer	False	False	False
Ariosoma shiroanago	False	False	False
Sardinella albella	False	False	False
Rhynchocypris kumgangensis	False	False	False
Trixiphichthys weberi	False	False	False
Squalidus wolterstorffi	False	False	False
Coilia mystus	False	False	False
Gymnocypris namensis	False	False	False
Stenobrachius leucopsarus	True	False	False
Merlangius merlangus	False	True	True
Lebiasina astrigata	False	False	False
Marilyna darwinii	False	False	False
Ariomma lurida	False	False	False
Gyrinomimus myersi	False	False	False
Psephurus gladius	False	False	False
Cottus poecilopus	False	False	False
Blicca bjoerkna	False	False	True
Salanx ariakensis	False	False	False
Coilia nasus	False	False	False
Denticeps clupeoides	False	False	False
Luciogobius platycephalus	False	False	False
Epinephelus epistictus	False	False	False
Mastacembelus favus	False	False	False
Kaupichthys hyoproroides	False	False	False
Notolychnus valdiviae	False	False	False
Minytrema melanops	False	False	False
Hippocampus comes	False	False	False
Danio rerio	False	False	False
Auriglobus modestus	False	False	False
Alepocephalus productus	False	False	False
Bathygadus antrodes	False	False	False
Apeltes quadracus	False	False	False
Pseudopungtungia nigra	False	False	False
Anguilla celebesensis	False	False	False
Alepocephalus bairdii	False	False	False
Dendrophysa russelii	False	False	False
Leporinus affinis	False	False	False
Liobagrus obesus	False	False	False
Raiamas guttatus	False	False	False
Luciosoma setigerum	False	False	False
Lophiodes caulinaris	False	False	False
Percina macrolepida	False	False	False
Potamothrissa obtusirostris	False	False	False
Diagramma picta	False	False	False
Salvelinus fontinalis	True	False	False
Rasbora vaterifloris	False	False	False
Cromileptes altivelis	False	False	False
Lipolagus ochotensis	True	False	False
Puntius snyderi	False	False	False
Neolamprologus brichardi	True	False	False
Caranx melampygus	False	False	False
Xenomystus nigri	False	False	False
Anguilla marmorata	False	False	False
Liobagrus nigricauda	False	False	False
Diaphus theta	True	False	False
Epinephelus moara	False	False	False
Istiophorus albicans	False	False	False
Scatophagus argus	False	False	False
Aulorhynchus flavidus	False	False	False
Puntius semifasciolatus	False	False	False
Phenacobius mirabilis	False	False	False
Diretmus argenteus	False	False	False
Chaenomugil proboscideus	False	False	False
Paramonacanthus choirocephalus	False	False	False
Pelecus cultratus	False	False	False
Horadandia atukorali	False	False	False
Gadus chalcogrammus	True	False	False
Brienomyrus niger	False	False	False
Boleophthalmus pectinirostris	False	False	False
Pleuragramma antarcticum	False	False	False
Barbonymus gonionotus	False	False	False
Epinephelus septemfasciatus	False	False	False
Diplacanthopoma brachysoma	False	False	False
Psetta maxima	True	False	False
Diaphus luetkeni	False	False	False
Helicolenus avius	False	False	False
Histiopterus typus	False	False	False
Thunnus albacares	False	True	True
Thamnaconus modestus	False	False	False
Synbranchus marmoratus	True	False	False
Trachinops taeniatus	False	False	False
Siniperca obscura	False	False	False
Pennahia argentata	False	False	False
Notopterus notopterus	False	False	False
Clupeoides borneensis	False	False	False
Neocyttus rhomboidalis	False	False	False
Leptobotia elongata	False	False	False
Petrotilapia nigra	False	False	False
Scomber australasicus	False	False	False
Ammodytes hexapterus	False	False	False
Aptocyclus ventricosus	False	False	False
Anguilla megastoma	False	False	False
Stemonidium hypomelas	False	False	False
Salmo salar	True	False	False
Sphoeroides testudineus	False	False	False
Heniochus diphreutes	False	False	False
Barbourisia rufa	False	False	False
Parapristipoma trilineatum	False	False	False
Menidia menidia	False	False	False
Acipenser baerii	False	False	False
Xanthichthys auromarginatus	False	False	False
Antennarius coccineus	False	False	False
Bagarius yarrelli	False	False	False
Bajacalifornia megalops	False	False	False
Neoceratias spinifer	False	False	False
Cyprinella lutrensis	True	False	False
Parachanna insignis	False	False	False
Phoxinus oxycephalus	False	False	False
Sufflamen fraenatum	False	False	False
Eumegistus illustris	False	False	False
Pangio anguillaris	False	False	False
Misgurnus nikolskyi	False	False	False
Fundulus grandis	True	False	False
Mene maculata	False	False	False
Thymallus thymallus	False	False	False
Polypterus bichir	False	False	False
Gasterosteus aculeatus	True	True	False
Prosopium cylindraceum	False	False	False
Diceratias pileatus	False	False	False
Fistularia commersonii	False	False	False
Takifugu rubripes	False	False	False
Isichthys henryi	False	False	False
Parabramis pekinensis	False	False	False
Leucaspius delineatus	True	True	False
Sinibotia superciliaris	False	False	False
Oncorhynchus keta	False	False	False
Anguilla interioris	False	False	False
Helicolenus hilgendorfi	False	False	False
Kuhlia mugil	False	False	False
Cobitis takatsuensis	False	False	False
Creteuchiloglanis kamengensis	False	False	False
Pygocentrus nattereri	True	False	False
Variola albimarginata	False	False	False
Fundulus heteroclitus	True	False	False
Notropis stramineus	False	False	False
Cirrhinus molitorella	False	False	False
Argyrosomus japonicus	False	False	False
Lycothrissa crocodilus	False	False	False
Pseudecheneis sulcata	False	False	False
Malthopsis jordani	False	False	False
Branchiostegus japonicus	False	False	False
Gonorynchus greyi	False	False	False
Conocara murrayi	False	False	False
Collichthys lucidus	False	False	False
Trachurus trachurus	False	False	True
Acipenser sinensis	False	False	False
Acheilognathus yamatsutae	False	False	False
Odaxothrissa losera	False	False	False
Hypentelium nigricans	False	False	False
Arothron mappa	False	False	False
Ditrema temminckii	False	False	False
Epinephelus awoara	False	False	False
Microphis brachyurus	False	False	False
Carapus bermudensis	False	False	False
Coelophrys brevicaudata	False	False	False
Doederleinia berycoides	False	False	False
Canthigaster rivulata	False	False	False
Hippocampus trimaculatus	False	False	False
Arctogadus glacialis	False	False	False
Anguilla anguilla	True	False	True
Apteronotus albifrons	False	False	False
Myrichthys maculosus	False	False	False
Robinsia catherinae	False	False	False
Kurtus gulliveri	False	False	False
Melanotaenia lacustris	False	False	False
Tenualosa toli	False	False	False
Pseudorasbora elongata	False	False	False
Lampadena yaquinae	False	False	False
Sinocyclocheilus furcodorsalis	False	False	False
Parataeniophorus gulosus	False	False	False
Solea senegalensis	False	False	False
Pelteobagrus nitidus	False	False	False
Gasterochisma melampus	False	False	False
Hexagrammos agrammus	False	False	False
Rhynchopelates oxyrhynchus	False	False	False
Elops saurus	False	False	False
Paraconger notialis	False	False	False
Scartelaos histophorus	False	False	True
Xiphophorus maculatus	False	False	False
Solenostomus cyanopterus	False	False	False
Halieutaea stellata	False	False	False
Lutjanus sebae	False	False	False
Oreochromis niloticus	True	False	True
Sicamugil cascasia	False	False	False
Notemigonus crysoleucas	True	False	False
Papyrocranus congoensis	False	False	False
Takifugu vermicularis	False	False	False
Bunocephalus coracoideus	False	False	False
Monopterus albus	False	False	False
Acanthogobius hasta	False	False	False
Paretroplus maculatus	False	False	False
Jordanella floridae	False	False	False
Sarotherodon melanotheron	False	False	False
Opisthoproctus soleatus	False	False	False
Lactoria diaphana	False	False	False
Cottus hangiongensis	False	False	False
Setipinna melanochir	False	False	False
Glossanodon semifasciatus	False	False	False
Pimelodus pictus	False	False	False
Carassius auratus	True	True	True
Gymnogobius petschiliensis	False	False	False
Engraulis encrasicolus	False	False	True
Dallia pectoralis	False	False	False
Rhyacichthys aspro	False	False	False
Hyperoglyphe japonica	False	False	False
Crenuchus spilurus	False	False	False
Hapalogenys analis	False	False	False
Alburnus alburnus	True	True	False
Ruvettus pretiosus	False	False	False
Tetrapturus angustirostris	False	False	False
Mugil curema	True	False	False
Rasbora steineri	False	False	False
Macrochirichthys macrochirus	False	False	False
Plecoglossus altivelis	True	False	False
Epinephelus quoyanus	False	False	False
Polypterus senegalus	False	False	False
Ijimaia dofleini	False	False	False
Eurypegasus draconis	False	False	False
Pareuchiloglanis gracilicaudata	False	False	False
Ctenolucius hujeta	False	False	False
Ictalurus punctatus	True	False	False
Satyrichthys amiscus	False	False	False
Tetrapturus audax	False	True	False
Apogon semilineatus	False	False	False
Omegophora armilla	False	False	False
Balistoides conspicillum	False	False	False
Diodon holocanthus	False	False	False
Notoscopelus japonicus	False	False	False
Saccopharynx lavenbergi	False	False	False
Esomus metallicus	False	False	False
Sarcocheilichthys nigripinnis	False	False	False
Takifugu xanthopterus	False	False	False
Lutjanus russellii	False	False	False
Aplocheilus panchax	False	False	False
Galaxiella nigrostriata	False	False	False
Gadus morhua	True	True	False
Ctenopharyngodon idella	True	False	True
Coryphaena equiselis	False	False	False
Dysalotus alcocki	False	False	False
Scomber japonicus	False	True	False
Siganus unimaculatus	False	False	False
Gadus ogac	True	False	False
Acheilognathus somjinensis	False	False	False
Phoxinus eos	False	False	False
Phoxinus steindachneri	False	False	False
Synodontis schoutedeni	False	False	False
Umbra pygmaea	False	False	False
Sinocyclocheilus grahami	False	False	False
Gobiobotia naktongensis	False	False	False
Torquigener hypselogeneion	False	False	False
Avocettina infans	False	False	False
Protoanguilla palau	False	False	False
Cobitis choii	False	False	False
Osteoglossum bicirrhosum	False	False	False
Grasseichthys gabonensis	False	False	False
Hypomesus nipponensis	False	False	False
Rhynchocypris lagowskii	False	False	False
Icichthys lockingtoni	False	False	False
Scaphiodonichthys acanthopterus	False	False	False
Gonorynchus abbreviatus	False	False	False
Gymnocypris przewalskii	False	False	False
Chelonodon pleurospilus	False	False	False
Takifugu chinensis	False	False	False
Labracinus cyclophthalmus	False	False	False
Salmostoma bacaila	False	False	False
Paralaubuca typus	False	False	False
Huso huso	False	False	False
Callionymus curvicornis	False	False	False
Pseudorasbora pumila	False	False	False
Stephanolepis cirrhifer	False	False	False
Enoplosus armatus	False	False	False
Xiphophorus hellerii	True	False	False
Anarhichas lupus	False	False	False
Lota lota	True	False	True
Marcusenius senegalensis	False	False	False
Rachycentron canadum	False	False	False
Torquigener pleurogramma	False	False	False
Nelusetta ayraudi	False	False	False
Acipenser schrenckii	False	False	False
Barilius bendelisis	False	False	False
Aulostomus chinensis	False	False	False
Takifugu ocellatus	False	False	False
Polypterus retropinnis	False	False	False
Lutjanus argentimaculatus	False	False	False
Paraluteres prionurus	False	False	False
Platichthys stellatus	True	False	False
Gobio gobio	True	False	False
Ammodytes personatus	False	False	False
Balistapus undulatus	False	False	False
Taaningichthys minimus	False	False	False
Coregonus clupeaformis	False	False	False
Distoechodon tumirostris	False	False	False
Phoxinus perenurus	False	False	False
Retropinna retropinna	False	False	False
Pungtungia herzi	False	False	False
Onychostoma simum	False	False	False
Trigonostigma espei	False	False	False
Acheilognathus macropterus	False	False	False
Oplegnathus punctatus	False	False	False
Tropheus moorii	True	False	False
Tanichthys albonubes	False	False	False
Pseudogobio esocinus	False	False	False
Rudarius ercodes	False	False	False
Hemibarbus labeo	False	False	False
Notoscopelus kroyeri	False	False	False
Schizothorax waltoni	False	False	False
Puntius chalakkudiensis	False	False	False
Scopelogadus mizolepis	True	False	False
Sebates schlegeli	False	False	False
Carangoides armatus	False	False	False
Metzia formosae	False	False	False
Coilia ectenes	False	False	False
Pellona ditchela	False	False	False
Kentrocapros aculeatus	False	False	False
Kareius bicoloratus	False	False	False
Polymixia lowei	False	False	False
Koreocobitis naktongensis	False	False	False
Parargyrops edita	False	False	False
Arothron firmamentum	False	False	False
Saurogobio dumerili	False	False	False
Sphyraena japonica	False	False	False
Gambusia affinis	True	False	False
Ophisurus macrorhynchos	False	False	False
Sphyraena barracuda	False	False	False
Lagocephalus lagocephalus	False	False	False
Antennarius striatus	False	False	False
Takifugu snyderi	False	False	False
Heterotis niloticus	False	False	False
Caulophryne pelagica	False	False	False
Garra orientalis	False	False	False
Tetranematichthys quadrifilis	False	False	False
Oryzias latipes	True	False	False
Cranoglanis bouderius	False	False	False
Fundulus diaphanus	False	False	False
Bertella idiomorpha	False	False	False
Sundasalanx praecox	False	False	False
Phoxinus percnurus	False	False	False
Gila robusta	False	False	False
Centropyge loricula	False	False	False
Chitala ornata	False	False	False
Nessorhamphus ingolfianus	False	False	False
Epinephelus coioides	False	False	False
Tor sinensis	False	False	False
Gillichthys seta	False	False	False
Coloconger cadenati	False	False	False
Trematocranus placodon	False	False	False
Rinoctes nasutus	False	False	False
Synaphobranchus kaupii	False	False	False
Phenacogrammus interruptus	False	False	False
Thunnus alalunga	True	False	False
Oryzias melastigma	False	False	False
Oedalechilus labeo	False	False	False
Pseudobagrus brevicorpus	False	False	False
Narcetes stomias	False	False	False
Clupeonella cultriventris	False	False	False
Scorpis lineolata	False	False	False
Cololabis saira	False	False	False
Triplophysa stoliczkai	False	False	False
Chaetodontoplus septentrionalis	False	False	False
Labeo bata	False	False	False
Beryx splendens	False	False	False
Silurus asotus	False	False	False
Aldrichetta forsteri	False	False	False
Monocentris japonicus	False	False	False
Mesocottus haitej	False	False	False
Perca flavescens	True	False	False
Pangasianodon gigas	False	False	False
Anguilla luzonensis	False	False	False
Triso dermopterus	False	False	False
Gasterosteus wheatlandi	False	False	False
Coreius heterodon	False	False	False
Rhodeus ocellatus	False	False	False
Oryzias sinensis	False	False	False
Danio dangila	False	False	False
Danionella mirifica	False	False	False
Hippoglossus stenolepis	False	False	False
Odontamblyopus rubicundus	False	False	False
Collichthys niveatus	False	False	False
Myomyrus macrops	False	False	False
Stenodus leucichthys	False	False	False
Alepocephalus agassizii	False	False	False
Zenopsis nebulosus	False	False	False
Pseudolabrus sieboldi	False	False	False
Gnathopogon strigatus	False	False	False
Chelon labrosus	True	False	False
Chelonodon patoca	False	False	False
Chanos chanos	True	False	False
Gymnothorax kidako	False	False	False
Theragra finnmarchica	False	False	False
Canthigaster coronata	False	False	False
Rhodeus suigensis	False	False	False
Tetragonurus cuvieri	False	False	False
Biwia zezera	False	False	False
Nannoperca obscura	False	False	False
Trachipterus trachipterus	False	False	False
Heteropneustes fossilis	True	False	True
Curimatopsis evelynae	False	False	False
Pseudopentaceros wheeleri	False	False	False
Liobagrus marginatoides	False	False	False
Taractes asper	False	False	False
Thymallus arcticus	True	False	False
Brachaluteres ulvarum	False	False	False
Coreius guichenoti	False	False	False
Petroscirtes breviceps	False	False	False
Leptoderma lubricum	False	False	False
Ventrifossa garmani	False	False	False
Lutjanus erythropterus	False	False	False
Nannoperca australis	False	False	False
Hoplostethus japonicus	False	False	False
Platax orbicularis	False	False	False
Gempylus serpens	False	False	False
Oplegnathus fasciatus	False	False	False
Pantodon buchholzi	False	False	False
Myxocyprinus asiaticus	False	False	False
Hoplunnis punctata	False	False	False
Halichoeres trimaculatus	False	False	False
Phractolaemus ansorgii	False	False	False
Culter alburnus	False	False	False
Oncorhynchus masou	False	False	False
Megalops atlanticus	False	False	False
Amia calva	False	False	False
Takifugu poecilonotus	False	False	False
Gyrinocheilus aymonieri	False	False	False
Exostoma labiatum	False	False	False
Scomberomorus cavalla	False	False	False
Zacco sieboldii	False	False	False
Ilyophis brunneus	False	False	False
Makaira indica	False	True	False
Seriola dumerili	False	False	False
Verasper variegatus	False	False	False
Pseudorasbora parva	False	False	False
Lateolabrax japonicus	False	False	False
Psettodes erumei	False	False	False
Microdevario nana	False	False	False
Caulophryne jordani	False	False	False
Pangasius larnaudii	False	False	False
Kali indica	False	False	False
Chondrostoma lemmingii	False	False	False
Crossostoma lacustre	False	False	False
Petrochromis trewavasae	False	False	False
Cyprinella spiloptera	False	False	False
Psenopsis anomala	False	False	False
Trachidermus fasciatus	False	False	False
Ictiobus bubalus	False	False	False
Chlorurus sordidus	False	False	False
Zenion japonicum	False	False	False
Moxostoma poecilurum	False	False	False
Rasbora daniconius	False	False	False
Anarchias sp.	False	False	False
Rivulus marmoratus	False	False	False
Nibea albiflora	False	False	False
Acanthopagrus latus	False	False	False
Aulopus japonicus	False	False	False
Triplophysa rosa	False	False	False
Platycephalus indicus	False	False	False
Eleotris acanthopoma	False	False	False
Schizopygopsis thermalis	False	False	False
Iso hawaiiensis	False	False	False
Pollachius pollachius	True	False	False
Megalobrama terminalis	False	False	False
Squalogadus modificatus	False	False	False
Spinibarbus caldwelli	False	False	False
Hiodon alosoides	False	False	False
Scombrolabrax heterolepis	False	False	False
Haplophryne mollis	False	False	False
Osmerus mordax	False	False	False
Polypterus mokelembembe	False	False	False
Lepomis macrochirus	True	False	False
Macrorhamphosodes uradoi	False	False	False
Epinephelus stictus	False	False	False
Antigonia capros	False	False	False
Psenes cyanophrys	False	False	False
Nothobranchius furzeri	False	False	False
Lepidocybium flavobrunneum	False	False	False
Cynotilapia afra	False	False	False
Scomberomorus semifasciatus	False	False	False
Monodactylus argenteus	False	False	False
Leiocassis longirostris	False	False	False
Salvelinus alpinus	True	False	False
Cymatogaster aggregata	False	True	False
Procetichthys kreffti	False	False	False
Enophrys diceraus	False	False	False
Chaeturichthys stigmatias	False	False	False
Parakneria cameronensis	False	False	False
Scomberomorus munroi	False	False	False
Oxymonacanthus longirostris	False	False	False
Mormyrops anguilloides	False	False	False
Pervagor janthinosoma	False	False	False
Canthidermis maculata	False	False	False
Chaetodon auripes	False	False	False
Balistes vetula	False	False	False
Pleuronichthys cornutus	False	False	False
Dissostichus eleginoides	False	False	False
Bolinichthys pyrsobolus	False	False	False
Puntius tetrazona	False	False	False
Nematalosa japonica	False	False	False
Polypterus palmas	False	False	False
Echeneis naucrates	False	False	False
Takifugu chrysops	False	False	False
Neoscopelus macrolepidotus	False	False	False
Puntius denisonii	False	False	False
Tribolodon hakonensis	False	False	False
Boulengeromyrus knoepffleri	False	False	False
Mormyrus rume	False	False	False
Ostichthys japonicus	False	False	False
Serrivomer beanii	False	False	False
Microthrissa royauxi	False	False	False
Lagocephalus lunaris	False	False	False
Lobianchia gemellarii	False	False	False
Pseudobagrus tokiensis	False	False	False
Zanclus cornutus	False	False	False
Melanocetus johnsoni	True	False	False
Anguilla nebulosa	False	False	False
Labeo calbasu	True	False	False
Alburnus istanbulensis	False	False	False
Pegasus volitans	False	False	False
Normichthys operosus	False	False	False
Myroconger compressus	False	False	False
Acheilognathus typus	False	False	False
Spinibarbus sinensis	False	False	False
Liza affinis	False	False	False
Diplomystes nahuelbutaensis	False	False	False
Oryzias javanicus	False	False	False
Harpadon microchir	False	False	False
Ranzania laevis	False	False	False
Tetraodon palembangensis	False	False	False
Prosopium williamsoni	False	False	False
Diogenichthys atlanticus	False	False	False
Trichiurus lepturus	False	False	True
Genyochromis mento	False	False	False
Trypauchen vagina	False	False	True
Seriola lalandi	False	False	False
Sarcocheilichthys parvus	False	False	False
Epinephelus trimaculatus	False	False	False
Novumbra hubbsi	False	False	False
Antennatus coccineus	False	False	False
Serrivomer sector	False	False	False
Stolephorus waitei	False	False	False
Sirembo imberbis	False	False	False
Monognathus jesperseni	False	False	False
Arapaima gigas	True	False	False
Tribolodon nakamurai	False	False	False
Heteroconger hassi	False	False	False
Monotrete cochinchinensis	False	False	False
Dorosoma petenense	False	False	False
Leptobotia mantschurica	False	False	False
Scarus rubroviolaceus	False	False	False
Cycleptus elongatus	False	False	False
Pseudaspius leptocephalus	False	False	False
Brama japonica	False	False	False
Auchenoglanis occidentalis	False	False	False
Pseudobagrus ussuriensis	False	False	False
Chrysochir aureus	False	False	False
Clinocottus analis	True	False	False
Thryssa baelama	False	False	False
Oryzias sarasinorum	False	False	False
Eleutheronema tetradactylum	False	False	False
Elops hawaiensis	False	False	False
Diplotaxodon limnothrissa	False	False	False
Scarus forsteni	False	False	False
